timestamp,x,y,z
2.258,"[ 0.          0.          0.          0.          0.          0.
  0.          3.06140895  3.00256676  2.9897629   2.0094134   1.95859384
  1.91120833  1.88815649  1.89376568  1.87438949  1.88709351  1.90006121
  0.          0.          0.          0.91023286  0.88596179  0.85968869
  0.84899763  0.81955623  0.80672574  0.81689951  0.80428735  0.80425275
  0.7824382   0.77464613  0.79102897  0.78260027  0.78936999  0.80247947
  0.81989286  1.95790284  1.90997662  1.89975254  1.88356898  1.89417104
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.98237652  0.94323828  0.90814408  0.87618649
  0.85177778  0.82898401  0.80731834  0.790953    0.77822802  1.41505459
  1.34825818  1.27700979  1.21715364  1.15566678  1.09508387  1.03954401
  0.97594661  0.89094218  0.78543212  0.68754051  0.61779389  0.56797761
  0.52340651  0.47589573  0.43206335  0.38779526  0.34484193  0.29990859
  0.25372547  0.20184785  0.15645254  0.11096123  0.06828719  0.02922326
 -0.00733637 -0.04193588 -0.07393042 -0.10557887 -0.13500843 -0.16255622
 -0.18873926 -0.21468129 -0.23875082 -0.26095464 -0.28354263 -0.3037395
 -0.32611959 -0.34451393 -0.36323953 -0.3788902  -0.40166668 -0.4151493
 -0.44033403 -0.44625801 -0.46100213 -0.47934424 -0.50013928 -0.50410695
 -0.52017251 -0.53566632 -0.55610524 -0.56694265 -0.57057837 -0.58436367
 -0.59038994 -0.61606638 -0.62175152 -0.63156895 -0.63960703 -0.65896393
 -0.66395514 -0.68048647 -0.69496474 -0.70026853 -0.71678081 -0.71815287
 -0.73438124 -0.74124797 -0.74828412 -0.76656108 -0.77127013 -0.78592406
 -0.80060101 -0.77764124 -0.81188818 -0.81709986 -0.83973743 -0.8357945
 -0.83540667 -0.85474984 -0.86061934 -0.86976863 -0.87665239 -0.88954361
 -0.87765782 -0.89825823 -0.8651052  -0.85762673 -0.85330912 -0.85005019
 -0.81027847 -0.80801912 -0.79924987 -0.76963762 -0.77144587 -0.74083016
 -0.75837926 -0.74880634 -0.73239687 -0.73498523 -0.69650643 -0.7106317
 -0.70570645 -0.68512528 -0.65869803 -0.67170818 -0.66463758 -0.66693097
 -0.65708784 -0.62995553 -0.65224513 -0.64377565 -0.62969678 -0.62635638
 -0.61212296 -0.60748241 -0.60860892 -0.59372166 -0.57554314 -0.5655961
 -0.55884519 -0.5697905  -0.55908745 -0.56995814 -0.53208918 -0.54595062
 -0.52934235 -0.54112609 -0.54702695 -0.53994199 -0.52636714 -0.51764813
 -0.52491334 -0.52160265 -0.50056927 -0.51636987 -0.50626648 -0.49557068
 -0.48053543 -0.47964085 -0.48433662 -0.48188307 -0.46612931 -0.4714587
 -0.46474351 -0.44135332 -0.45850624 -0.44811944 -0.43752234 -0.44543977
 -0.42446473 -0.42063311 -0.41507956 -0.4135975  -0.41643454 -0.40154981
 -0.3965453  -0.4054192  -0.39238875 -0.37660893 -0.37742322 -0.37082724
 -0.37738194 -0.36668791 -0.36054193 -0.35593384 -0.36104714 -0.33968278
 -0.33821898 -0.32556042 -0.32961075 -0.32660395 -0.30705781 -0.30208226
 -0.29661119 -0.2964478  -0.28726075 -0.27837293 -0.27812519 -0.2750531
 -0.26712354 -0.25674366 -0.25338104 -0.24177826 -0.23768743 -0.22587538
 -0.21799801 -0.20720812 -0.19893619 -0.1925206  -0.17630064 -0.17113351
 -0.15726929 -0.14847643 -0.13674691 -0.12744791 -0.110027   -0.0984277
 -0.08635455 -0.07176485 -0.05687085 -0.04089758 -0.02473462 -0.00701912
  0.01172955  0.03155049  0.05270423  0.07617125  0.09949434  0.12633809
  0.15376167  0.18646376  0.21994086  0.25614689  0.28053105  0.30854513
  0.33806689  0.36387308  0.39363881  0.42193175  0.44656094  0.47733449
  0.5026655   0.534856    0.57203597  0.59492461  0.62874931  0.73314392
  0.90338772  0.9709177   1.02957102  1.07323525  1.11468497  1.16047932
  1.21317856  1.25993337  1.31530794  1.36121217  1.40205947  1.46567743
  1.53255521  1.58071347  1.62766045  1.69032841  1.75961653  1.81563353
  1.88408531  1.95751806  2.02581855  2.0936734   2.17562596  2.23875575
  2.3225016   0.81184538  0.77749389  0.78208107  0.78512586  0.78391313
  0.78486348  0.78765542  0.80858587  0.81986661  0.82886792  0.83022129
  0.85389382  0.87252166  0.88621237  0.9138898   0.96766163  0.
  0.          0.          0.          1.93312155  1.88343945  1.88572438
  1.88643347  1.8860353   1.90757186  1.92957006  1.97305046  2.98189063
  2.99071961  3.0008447   3.01171707  3.1101991   0.          0.
  0.          0.          0.          0.          0.          0.        ]","[ 0.          0.          0.          0.          0.          0.
  0.          0.37675834  0.42295682  0.47462825  0.35513731  0.38160078
  0.40719267  0.43694296  0.4732882   0.50343902  0.54241428  0.58231108
  0.          0.          0.          0.35027759  0.35885323  0.36584401
  0.37896887  0.38315719  0.39449889  0.41733589  0.42879593  0.44701714
  0.45298566  0.46675431  0.49568974  0.50968711  0.53399017  0.56356739
  0.59748123  1.47990472  1.49688816  1.54327104  1.58561165  1.65200444
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          1.4634485   1.45968847  1.46081679  1.46599496
  1.48348089  1.50411514  1.52741296  1.56198901  1.60595888  3.05517592
  3.0497421   3.03086066  3.03616     3.03546983  3.03496343  3.04695904
  3.0331609   2.94466997  2.76984708  2.59687476  2.51011169  2.49499236
  2.5005259   2.48998601  2.49674851  2.50051647  2.5130782   2.51101074
  2.49410646  2.40050621  2.35292111  2.26723816  2.17340698  2.09983185
  2.0509839   1.99001572  1.91618009  1.88147714  1.83231125  1.78056879
  1.73213444  1.69440971  1.65208441  1.60666208  1.57150127  1.52979288
  1.50426029  1.46486884  1.43163864  1.39079536  1.37882798  1.33752196
  1.33567357  1.27801478  1.24956807  1.23245548  1.22219622  1.17292744
  1.15422376  1.13516522  1.12696802  1.10001214  1.06106693  1.04256059
  1.01141454  1.01422637  0.98435726  0.96220021  0.93824886  0.93121712
  0.90429786  0.8936155   0.8802471   0.85575121  0.84531755  0.81750487
  0.80705781  0.78651444  0.76665757  0.75837897  0.73679207  0.72492582
  0.71295236  0.6684868   0.67359254  0.65412694  0.64847614  0.62240047
  0.59968366  0.59119075  0.57325741  0.55763699  0.54064933  0.52734743
  0.49976345  0.49088879  0.45330224  0.43043381  0.40974064  0.39002781
  0.35475603  0.33704904  0.31709436  0.28986937  0.27524052  0.24979739
  0.24102517  0.22363905  0.20485466  0.19178174  0.16878561  0.15910171
  0.14508452  0.12840531  0.11156274  0.10171345  0.08877988  0.07723789
  0.06447169  0.05070155  0.04102683  0.02919922  0.01753031  0.00647617
 -0.00437918 -0.01497566 -0.025662   -0.03544748 -0.04447763 -0.0536765
 -0.06291718 -0.07426411 -0.08283915 -0.09466655 -0.09797023 -0.11042948
 -0.11674399 -0.12930867 -0.14087784 -0.14917151 -0.15538085 -0.16270347
 -0.17513331 -0.18422942 -0.18671154 -0.20296339 -0.20928838 -0.21509231
 -0.2186336  -0.22843611 -0.24115527 -0.25054655 -0.2528101  -0.26647711
 -0.2735168  -0.27025493 -0.29190679 -0.29643555 -0.30055819 -0.31760705
 -0.31399419 -0.32269488 -0.33012691 -0.34092773 -0.35568101 -0.35530195
 -0.36343729 -0.38483351 -0.38573518 -0.38340551 -0.39792471 -0.40492692
 -0.42684078 -0.42966236 -0.43774193 -0.44788766 -0.4710074  -0.45956775
 -0.4747412  -0.47431623 -0.49869476 -0.51345008 -0.50189764 -0.5137407
 -0.52525318 -0.54709964 -0.55302591 -0.5596342  -0.58456161 -0.60516908
 -0.61611113 -0.62175034 -0.64538282 -0.64897842 -0.67379728 -0.67788329
 -0.69452148 -0.70295127 -0.72117143 -0.74877    -0.73905745 -0.77740459
 -0.77909232 -0.80817327 -0.82531189 -0.86248635 -0.84676995 -0.87735037
 -0.91373579 -0.93340276 -0.95886491 -0.97905673 -1.0195691  -1.03799545
 -1.0930158  -1.11756394 -1.15203263 -1.20344395 -1.23016638 -1.28245127
 -1.32315815 -1.39177738 -1.44863804 -1.50877238 -1.49358143 -1.49782007
 -1.50721339 -1.49898279 -1.50616684 -1.50621568 -1.4930773  -1.49988368
 -1.48883989 -1.49724361 -1.51702081 -1.49782022 -1.50566113 -1.67274856
 -1.96686388 -2.0199645  -2.04938636 -2.04626612 -2.03782037 -2.0361156
 -2.04459473 -2.04116673 -2.04976982 -2.04182461 -2.02541538 -2.04011623
 -2.05631896 -2.04527108 -2.0315527  -2.03574664 -2.04531505 -2.03723511
 -2.04101451 -2.04751273 -2.04607063 -2.04189566 -2.04880229 -2.03554975
 -2.03863419 -0.68785161 -0.63572134 -0.6169642  -0.59738587 -0.57509338
 -0.55493717 -0.53649504 -0.5302863  -0.51740459 -0.50303047 -0.48418644
 -0.47817475 -0.46874928 -0.45631149 -0.45051599 -0.45616049 -0.
 -0.         -0.         -0.         -0.71232441 -0.6568326  -0.62085113
 -0.58471384 -0.54861961 -0.51887112 -0.48877136 -0.46321428 -0.64524249
 -0.59258753 -0.54022184 -0.48795287 -0.44822588 -0.         -0.
 -0.         -0.         -0.         -0.         -0.         -0.        ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
2.458,"[ 0.          0.          0.          0.          0.          0.
  0.          3.06811727  3.00003354  2.97548236  2.01750814  1.93268767
  1.90633699  1.89426128  1.90116649  1.87000136  1.89159578  1.93663695
  0.          0.          0.          0.91137613  0.8684613   0.86441573
  0.84789992  0.83165988  0.81213189  0.79980885  0.79773902  0.80446104
  0.79410305  0.78444943  0.78085425  0.77952355  0.7800565   0.81453253
  0.80705009  1.94846901  1.91565298  1.89838814  1.87546041  1.89213291
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.97721459  0.93413883  0.90118571  0.87908291
  0.84482306  0.81990843  0.81452328  0.78584632  0.78136413  1.41035213
  1.34354201  1.27631198  1.21979514  1.15492561  1.10344772  1.03830947
  0.98072114  0.89407516  0.78069044  0.68647674  0.61527886  0.56855334
  0.52354958  0.47537148  0.43407154  0.38590275  0.3453063   0.29808566
  0.25578227  0.20266431  0.15610625  0.10983756  0.0683238   0.02930615
 -0.00730667 -0.04200455 -0.07479733 -0.10502721 -0.13379688 -0.16313276
 -0.19030363 -0.21468278 -0.2356901  -0.26456959 -0.28376711 -0.30357367
 -0.33167104 -0.34560327 -0.36653516 -0.37962244 -0.39635279 -0.41680647
 -0.42644547 -0.44837813 -0.46683442 -0.47562461 -0.49329492 -0.50533329
 -0.52017153 -0.53896515 -0.54410041 -0.56137822 -0.57502921 -0.59576826
 -0.60153528 -0.61662882 -0.62281713 -0.63080341 -0.64224323 -0.66393535
 -0.67615689 -0.67609887 -0.68113474 -0.70162744 -0.71773535 -0.71888471
 -0.72059359 -0.7285004  -0.74261609 -0.76556253 -0.77579891 -0.7790006
 -0.78169145 -0.79896728 -0.79580508 -0.81938425 -0.8234535  -0.83400027
 -0.84524134 -0.84417061 -0.86760312 -0.86386434 -0.87706211 -0.88439415
 -0.91270551 -0.89209255 -0.88587678 -0.86443944 -0.85624628 -0.84791529
 -0.82742782 -0.82167308 -0.81077752 -0.78785658 -0.76919556 -0.75603749
 -0.74978554 -0.73086281 -0.72660161 -0.70486105 -0.7017214  -0.68548623
 -0.69810724 -0.68467031 -0.66493269 -0.65441564 -0.66996635 -0.66809875
 -0.6666175  -0.63542333 -0.62658616 -0.62873569 -0.62386494 -0.6239284
 -0.62200546 -0.59194796 -0.60820176 -0.60592353 -0.60205242 -0.57566754
 -0.58260401 -0.56539884 -0.56900604 -0.55926399 -0.56930135 -0.5363512
 -0.54407519 -0.54170582 -0.54844724 -0.54090495 -0.53402903 -0.51124513
 -0.4979159  -0.52379015 -0.51047572 -0.49180501 -0.49232244 -0.49449546
 -0.46896643 -0.47423339 -0.4673043  -0.46719673 -0.46373922 -0.46133297
 -0.46402122 -0.45360849 -0.44957943 -0.44457726 -0.43694021 -0.42573595
 -0.43316963 -0.42412316 -0.42271215 -0.41162494 -0.41381989 -0.40462919
 -0.39604262 -0.39250572 -0.40100295 -0.38713837 -0.39094032 -0.37930062
 -0.3741127  -0.36243283 -0.36680618 -0.36742363 -0.35101506 -0.34040386
 -0.34152632 -0.33638444 -0.31699317 -0.31371335 -0.31386124 -0.30627906
 -0.30843018 -0.29455905 -0.28979427 -0.28626614 -0.27401203 -0.27279719
 -0.26146061 -0.25120145 -0.25124522 -0.23718651 -0.23163574 -0.22661461
 -0.21240341 -0.20489383 -0.19610308 -0.18994119 -0.18073612 -0.16944415
 -0.15775088 -0.1474516  -0.13475861 -0.12478824 -0.11375759 -0.10049115
 -0.08703859 -0.07143002 -0.05709483 -0.04114191 -0.02516187 -0.00728451
  0.01141434  0.0313815   0.05224095  0.07626261  0.10058677  0.12692447
  0.15255787  0.18598184  0.21870646  0.254044    0.28376134  0.30786586
  0.33591507  0.36520368  0.38909721  0.42188811  0.4572327   0.47683329
  0.50455167  0.5370728   0.5687365   0.60016209  0.6271188   0.72739749
  0.90455957  0.97599485  1.02592452  1.06820501  1.11328669  1.16710399
  1.20920056  1.2594466   1.30604466  1.36238471  1.40774844  1.46402788
  1.52376753  1.57703546  1.64361434  1.70057554  1.75628001  1.80370544
  1.88947035  1.94655904  2.0261928   2.10234077  2.16683687  2.2584605
  2.32995125  0.79502905  0.79480319  0.79514734  0.77659333  0.79116099
  0.79007629  0.7849973   0.81105151  0.81576893  0.82692102  0.84691484
  0.86215069  0.85402328  0.87230266  0.92726932  0.96476179  0.
  0.          0.          0.          1.93129493  1.87253141  1.88697852
  1.88294453  1.89852594  1.90872354  1.9275487   1.95772716  2.98551045
  2.98190521  2.99330574  3.02644172  3.14603795  0.          0.
  0.          0.          0.          0.          0.          0.        ]","[ 0.          0.          0.          0.          0.          0.
  0.          0.37758391  0.42259997  0.47236119  0.35656795  0.37655337
  0.4061548   0.43835568  0.47513781  0.50226041  0.54370838  0.59352043
  0.          0.          0.          0.35071754  0.35176477  0.36785562
  0.37847888  0.38881586  0.39714256  0.40860465  0.42530477  0.44713291
  0.45973892  0.47266118  0.48931386  0.50768332  0.52768982  0.57203204
  0.58812231  1.47277404  1.50133684  1.54216267  1.57878576  1.65022688
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          1.45575877  1.44560681  1.44962373  1.47084112
  1.47136836  1.48764835  1.5410444   1.55190424  1.61243059  3.04502307
  3.03907417  3.02920447  3.04274916  3.03352308  3.05814336  3.04334056
  3.04799973  2.95502487  2.75312542  2.59285685  2.49989308  2.49752142
  2.50120942  2.48724306  2.50835319  2.48831346  2.51646232  2.49574813
  2.51432467  2.41021612  2.34771315  2.24427851  2.17457227  2.10578816
  2.04268031  1.99327418  1.93864934  1.87164616  1.81586835  1.78688399
  1.74649131  1.69442154  1.63090517  1.62891886  1.57274539  1.52895767
  1.52986691  1.4695007   1.44462775  1.39348321  1.36058664  1.34286101
  1.29354514  1.28408649  1.26537676  1.22289183  1.20547055  1.17578082
  1.15422159  1.14215598  1.10263979  1.08921574  1.06934387  1.06290746
  1.03050797  1.01515231  0.98604435  0.9610339   0.94211594  0.93824249
  0.92091647  0.8878537   0.86272994  0.85741184  0.84644326  0.81833796
  0.7919057   0.77298841  0.76085036  0.75739108  0.74111839  0.7185397
  0.696113    0.68681939  0.66024901  0.6559557   0.63590109  0.62106434
  0.60674332  0.58387359  0.5779093   0.55385156  0.54090201  0.52429468
  0.51972061  0.48751931  0.46418624  0.43385303  0.411151    0.38904826
  0.36226436  0.34274452  0.32166784  0.2967312   0.27443764  0.25492508
  0.23829395  0.21828002  0.2032337   0.18392136  0.17004936  0.15347195
  0.14352222  0.12832004  0.1126187   0.09909493  0.08949168  0.07737313
  0.06540671  0.05114162  0.03941286  0.02851706  0.01736796  0.00645107
 -0.00444988 -0.0145927  -0.02564483 -0.03617598 -0.04652625 -0.05463231
 -0.06559205 -0.07369172 -0.08430877 -0.09289032 -0.10482187 -0.1084878
 -0.11999325 -0.1294472  -0.14124362 -0.14943755 -0.1576426  -0.16069092
 -0.16612582 -0.18500204 -0.19040664 -0.19330797 -0.20352397 -0.21462563
 -0.21336994 -0.22586073 -0.23267473 -0.24291065 -0.25151381 -0.26075386
 -0.27309171 -0.27775916 -0.28622357 -0.29409236 -0.30015829 -0.30355785
 -0.32043356 -0.32537232 -0.33619737 -0.33930176 -0.35344781 -0.35802667
 -0.36297657 -0.37257573 -0.39420331 -0.39412498 -0.41217605 -0.41417948
 -0.42314308 -0.42467651 -0.44534748 -0.46234578 -0.45791997 -0.46054332
 -0.47938355 -0.49008599 -0.47960461 -0.49318493 -0.51301811 -0.52087806
 -0.5461828  -0.54361392 -0.55790336 -0.5755025  -0.57591659 -0.60020565
 -0.60304977 -0.60832891 -0.63994272 -0.63665331 -0.65664192 -0.68010184
 -0.6766976  -0.69510005 -0.71090099 -0.7387379  -0.75765112 -0.76973035
 -0.7814781  -0.80259501 -0.81331186 -0.84448742 -0.87548071 -0.89574324
 -0.9209737  -0.92904785 -0.96264144 -0.98490582 -1.03718043 -1.07724147
 -1.06364301 -1.11157808 -1.14190602 -1.20488743 -1.24367339 -1.28840354
 -1.31279919 -1.38818031 -1.44050768 -1.49638579 -1.51077991 -1.4945226
 -1.49761985 -1.50446423 -1.48878948 -1.50605991 -1.52875835 -1.49830879
 -1.49442653 -1.50344919 -1.50827073 -1.51100644 -1.50175657 -1.65963744
 -1.96941524 -2.03052736 -2.04212792 -2.03667529 -2.03526409 -2.04773891
 -2.03789052 -2.04037813 -2.03533398 -2.04358341 -2.03363366 -2.03782018
 -2.04452802 -2.04051214 -2.05146544 -2.04808777 -2.04143679 -2.02385118
 -2.04684808 -2.03604989 -2.04644861 -2.05034868 -2.04052555 -2.05346595
 -2.04517331 -0.67360364 -0.64987437 -0.62727185 -0.59089364 -0.58041055
 -0.55862289 -0.53468451 -0.53190331 -0.51481861 -0.50184892 -0.49392214
 -0.48279855 -0.4588113  -0.44914937 -0.45711163 -0.45479349 -0.
 -0.         -0.         -0.         -0.71165133 -0.65302852 -0.62126403
 -0.58363242 -0.55225295 -0.51918438 -0.48825934 -0.45961682 -0.64602577
 -0.59084103 -0.53886465 -0.49033853 -0.45339079 -0.         -0.
 -0.         -0.         -0.         -0.         -0.         -0.        ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
